SUBSYSTEM;SIZE;OPEN_IND;X_OFFSET_FROM_PROP_LINE_M;X_OFFSET_DIRECTION;Y_OFFSET_FROM_PROP_LINE_M;Y_OFFSET_DIRECTION;Geom;Geo Local Area;geo_point_2d
Distribution;SMALL;OPEN;0.0;W;2.7;S;"{""coordinates"": [-123.13407081716733, 49.2579824698333], ""type"": ""Point""}";Fairview;49.2579824698333, -123.13407081716733
Distribution;SMALL;OPEN;132.6;W;3.0;N;"{""coordinates"": [-123.19858889226198, 49.250005748562955], ""type"": ""Point""}";;49.250005748562955, -123.19858889226198
Distribution;SMALL;OPEN;5.8;W;0.0;N;"{""coordinates"": [-123.22092825571033, 49.271262834799515], ""type"": ""Point""}";West Point Grey;49.271262834799515, -123.22092825571033
Distribution;SMALL;OPEN;4.9;W;134.1;N;"{""coordinates"": [-123.2220877240594, 49.27215654302964], ""type"": ""Point""}";West Point Grey;49.27215654302964, -123.2220877240594
Distribution;SMALL;OPEN;6.1;E;13.1;N;"{""coordinates"": [-123.12092537088282, 49.284656987810365], ""type"": ""Point""}";Downtown;49.284656987810365, -123.12092537088282
Distribution;SMALL;OPEN;6.4;E;0.9;N;"{""coordinates"": [-123.11535560824102, 49.28566655252075], ""type"": ""Point""}";Downtown;49.28566655252075, -123.11535560824102
Distribution;SMALL;OPEN;5.8;E;0.6;N;"{""coordinates"": [-123.11639074382047, 49.28625930378803], ""type"": ""Point""}";Downtown;49.28625930378803, -123.11639074382047
Distribution;SMALL;OPEN;6.1;W;1.8;S;"{""coordinates"": [-123.11940369251862, 49.285433090586146], ""type"": ""Point""}";Downtown;49.285433090586146, -123.11940369251862
Distribution;SMALL;OPEN;7.3;E;0.6;N;"{""coordinates"": [-123.11849270375086, 49.284851150126556], ""type"": ""Point""}";Downtown;49.284851150126556, -123.11849270375086
Distribution;SMALL;OPEN;0.9;W;5.8;N;"{""coordinates"": [-123.12032846540008, 49.28745516323169], ""type"": ""Point""}";Downtown;49.28745516323169, -123.12032846540008
Distribution;SMALL;OPEN;7.3;W;5.8;N;"{""coordinates"": [-123.12041378427537, 49.28748026083128], ""type"": ""Point""}";Downtown;49.28748026083128, -123.12041378427537
Distribution;SMALL;OPEN;13.4;E;4.6;S;"{""coordinates"": [-123.11968130944487, 49.2879573429575], ""type"": ""Point""}";Downtown;49.2879573429575, -123.11968130944487
Distribution;SMALL;OPEN;7.0;W;13.1;N;"{""coordinates"": [-123.12075872589254, 49.28454877023758], ""type"": ""Point""}";Downtown;49.28454877023758, -123.12075872589254
Distribution;SMALL;OPEN;6.1;W;4.3;N;"{""coordinates"": [-123.12170663445417, 49.28390954113133], ""type"": ""Point""}";Downtown;49.28390954113133, -123.12170663445417
Distribution;SMALL;OPEN;0.0;E;1.2;N;"{""coordinates"": [-123.13278574490327, 49.29104211444204], ""type"": ""Point""}";West End;49.29104211444204, -123.13278574490327
Distribution;SMALL;OPEN;7.3;E;10.1;S;"{""coordinates"": [-123.13059008252903, 49.29063905160471], ""type"": ""Point""}";Downtown;49.29063905160471, -123.13059008252903
Distribution;SMALL;OPEN;6.7;E;1.2;N;"{""coordinates"": [-123.1313440671966, 49.290109632166555], ""type"": ""Point""}";West End;49.290109632166555, -123.1313440671966
Distribution;SMALL;OPEN;1.2;E;5.2;N;"{""coordinates"": [-123.13348311476108, 49.28876279043321], ""type"": ""Point""}";West End;49.28876279043321, -123.13348311476108
Distribution;SMALL;OPEN;5.5;W;2.4;S;"{""coordinates"": [-123.13374276653285, 49.29047878599045], ""type"": ""Point""}";West End;49.29047878599045, -123.13374276653285
Distribution;SMALL;OPEN;4.9;W;9.1;N;"{""coordinates"": [-123.13217639144895, 49.291508321764844], ""type"": ""Point""}";West End;49.291508321764844, -123.13217639144895
Distribution;SMALL;OPEN;0.0;W;9.1;N;"{""coordinates"": [-123.13232586192228, 49.291604398951925], ""type"": ""Point""}";West End;49.291604398951925, -123.13232586192228
Distribution;SMALL;OPEN;0.0;E;5.5;S;"{""coordinates"": [-123.13478173553469, 49.28972151715959], ""type"": ""Point""}";West End;49.28972151715959, -123.13478173553469
Distribution;SMALL;OPEN;6.4;W;7.6;S;"{""coordinates"": [-123.13592808807786, 49.28904465534517], ""type"": ""Point""}";West End;49.28904465534517, -123.13592808807786
Distribution;SMALL;OPEN;5.2;W;9.1;N;"{""coordinates"": [-123.12333034523006, 49.2857828634741], ""type"": ""Point""}";West End;49.2857828634741, -123.12333034523006
Distribution;SMALL;OPEN;16.2;E;10.1;N;"{""coordinates"": [-123.1303889722211, 49.290363046178115], ""type"": ""Point""}";West End;49.290363046178115, -123.1303889722211
Distribution;SMALL;OPEN;0.0;E;5.2;S;"{""coordinates"": [-123.13053313901196, 49.28558280562031], ""type"": ""Point""}";West End;49.28558280562031, -123.13053313901196
Distribution;SMALL;OPEN;7.6;W;6.4;N;"{""coordinates"": [-123.1274357185903, 49.28952591340897], ""type"": ""Point""}";Downtown;49.28952591340897, -123.1274357185903
Distribution;SMALL;OPEN;7.0;W;4.9;N;"{""coordinates"": [-123.12745551121942, 49.28951136438618], ""type"": ""Point""}";Downtown;49.28951136438618, -123.12745551121942
Distribution;SMALL;OPEN;0.0;W;8.2;N;"{""coordinates"": [-123.12956931379594, 49.28982470795115], ""type"": ""Point""}";West End;49.28982470795115, -123.12956931379594
Distribution;SMALL;OPEN;6.4;W;0.3;S;"{""coordinates"": [-123.13144134523435, 49.28686493737672], ""type"": ""Point""}";West End;49.28686493737672, -123.13144134523435
Distribution;SMALL;OPEN;0.0;W;3.7;N;"{""coordinates"": [-123.12573044862108, 49.289016747981506], ""type"": ""Point""}";Downtown;49.289016747981506, -123.12573044862108
Distribution;SMALL;OPEN;0.9;W;5.5;N;"{""coordinates"": [-123.12764010922061, 49.2877669706042], ""type"": ""Point""}";West End;49.2877669706042, -123.12764010922061
Distribution;SMALL;OPEN;0.0;E;5.2;N;"{""coordinates"": [-123.12743761623175, 49.2876318257932], ""type"": ""Point""}";West End;49.2876318257932, -123.12743761623175
Distribution;SMALL;OPEN;0.0;W;5.5;S;"{""coordinates"": [-123.13222424433066, 49.28806623965767], ""type"": ""Point""}";West End;49.28806623965767, -123.13222424433066
Distribution;SMALL;OPEN;7.0;W;37.5;S;"{""coordinates"": [-123.13259991640693, 49.28764977360971], ""type"": ""Point""}";West End;49.28764977360971, -123.13259991640693
Distribution;SMALL;OPEN;0.6;E;5.5;S;"{""coordinates"": [-123.13328188100583, 49.287357536543176], ""type"": ""Point""}";West End;49.287357536543176, -123.13328188100583
Distribution;SMALL;OPEN;0.0;W;5.5;S;"{""coordinates"": [-123.13210823335835, 49.2865979108234], ""type"": ""Point""}";West End;49.2865979108234, -123.13210823335835
Distribution;SMALL;OPEN;4.6;W;4.9;S;"{""coordinates"": [-123.13301504356275, 49.28580033008856], ""type"": ""Point""}";West End;49.28580033008856, -123.13301504356275
Distribution;SMALL;OPEN;0.0;W;5.5;N;"{""coordinates"": [-123.12900459717706, 49.28865153344212], ""type"": ""Point""}";West End;49.28865153344212, -123.12900459717706
Distribution;SMALL;OPEN;0.6;E;5.5;N;"{""coordinates"": [-123.12880328117976, 49.28852232653987], ""type"": ""Point""}";West End;49.28852232653987, -123.12880328117976
Distribution;SMALL;OPEN;1.2;W;1.5;N;"{""coordinates"": [-123.1256755283671, 49.28392720497495], ""type"": ""Point""}";West End;49.28392720497495, -123.1256755283671
Distribution;SMALL;OPEN;0.9;W;7.0;N;"{""coordinates"": [-123.12581990404762, 49.283823675308696], ""type"": ""Point""}";West End;49.283823675308696, -123.12581990404762
Distribution;SMALL;OPEN;0.0;E;3.0;S;"{""coordinates"": [-123.12465084121932, 49.284585961085135], ""type"": ""Point""}";West End;49.284585961085135, -123.12465084121932
Distribution;SMALL;OPEN;1.8;E;4.6;S;"{""coordinates"": [-123.13550695706688, 49.287419255183565], ""type"": ""Point""}";West End;49.287419255183565, -123.13550695706688
Distribution;SMALL;OPEN;0.0;W;5.5;S;"{""coordinates"": [-123.13541353633948, 49.28595495980359], ""type"": ""Point""}";West End;49.28595495980359, -123.13541353633948
Distribution;SMALL;OPEN;0.0;E;5.8;S;"{""coordinates"": [-123.13003082492152, 49.283857198048075], ""type"": ""Point""}";West End;49.283857198048075, -123.13003082492152
Distribution;SMALL;OPEN;7.3;W;4.6;S;"{""coordinates"": [-123.13028363209415, 49.28378225333349], ""type"": ""Point""}";West End;49.28378225333349, -123.13028363209415
Distribution;SMALL;OPEN;0.3;E;5.5;N;"{""coordinates"": [-123.12798803336598, 49.28520691085412], ""type"": ""Point""}";West End;49.28520691085412, -123.12798803336598
Distribution;SMALL;OPEN;0.0;E;5.5;S;"{""coordinates"": [-123.13510115999074, 49.28436001340038], ""type"": ""Point""}";West End;49.28436001340038, -123.13510115999074
Distribution;SMALL;OPEN;6.7;E;5.5;S;"{""coordinates"": [-123.13279361381245, 49.28425880298865], ""type"": ""Point""}";West End;49.28425880298865, -123.13279361381245
Distribution;SMALL;OPEN;0.0;W;9.1;S;"{""coordinates"": [-123.12185974880066, 49.28271750996371], ""type"": ""Point""}";Downtown;49.28271750996371, -123.12185974880066
Distribution;SMALL;OPEN;4.9;W;6.1;S;"{""coordinates"": [-123.12092843728809, 49.28186801232123], ""type"": ""Point""}";Downtown;49.28186801232123, -123.12092843728809
Distribution;SMALL;OPEN;0.0;E;6.7;S;"{""coordinates"": [-123.12091983509994, 49.27794479105261], ""type"": ""Point""}";Downtown;49.27794479105261, -123.12091983509994
Distribution;SMALL;OPEN;5.2;W;0.6;S;"{""coordinates"": [-123.11958160685583, 49.27690095222812], ""type"": ""Point""}";Downtown;49.27690095222812, -123.11958160685583
Distribution;SMALL;OPEN;1.8;W;6.1;S;"{""coordinates"": [-123.1215206247364, 49.28042501407073], ""type"": ""Point""}";Downtown;49.28042501407073, -123.1215206247364
Distribution;SMALL;OPEN;3.7;E;8.8;N;"{""coordinates"": [-123.12151770691541, 49.280356653768024], ""type"": ""Point""}";Downtown;49.280356653768024, -123.12151770691541
Distribution;SMALL;OPEN;0.0;E;6.1;S;"{""coordinates"": [-123.12029155327016, 49.27963024457879], ""type"": ""Point""}";Downtown;49.27963024457879, -123.12029155327016
Distribution;SMALL;OPEN;0.0;W;6.1;S;"{""coordinates"": [-123.11993489144683, 49.27939898939441], ""type"": ""Point""}";Downtown;49.27939898939441, -123.11993489144683
Distribution;SMALL;OPEN;3.0;E;6.1;S;"{""coordinates"": [-123.12123280876588, 49.28023911616076], ""type"": ""Point""}";Downtown;49.28023911616076, -123.12123280876588
Distribution;SMALL;OPEN;0.0;W;11.9;S;"{""coordinates"": [-123.12000955534228, 49.263330013403234], ""type"": ""Point""}";Fairview;49.263330013403234, -123.12000955534228
Distribution;SMALL;OPEN;6.7;E;2.7;S;"{""coordinates"": [-123.12068528530317, 49.26674252188203], ""type"": ""Point""}";Fairview;49.26674252188203, -123.12068528530317
Distribution;SMALL;OPEN;7.6;E;0.0;N;"{""coordinates"": [-123.12068673005535, 49.26677130501846], ""type"": ""Point""}";Fairview;49.26677130501846, -123.12068673005535
Distribution;SMALL;OPEN;2.1;E;1.5;S;"{""coordinates"": [-123.12111746683226, 49.26725740474199], ""type"": ""Point""}";Fairview;49.26725740474199, -123.12111746683226
Distribution;SMALL;OPEN;5.5;W;0.0;N;"{""coordinates"": [-123.12097753775583, 49.27598288063915], ""type"": ""Point""}";Downtown;49.27598288063915, -123.12097753775583
Distribution;SMALL;OPEN;5.2;W;0.0;N;"{""coordinates"": [-123.12042192569378, 49.27562231323659], ""type"": ""Point""}";Downtown;49.27562231323659, -123.12042192569378
Distribution;SMALL;OPEN;1.8;W;0.0;S;"{""coordinates"": [-123.12165201976917, 49.26498700269435], ""type"": ""Point""}";Fairview;49.26498700269435, -123.12165201976917
Distribution;SMALL;OPEN;0.0;E;4.6;N;"{""coordinates"": [-123.12162120681613, 49.265027513553], ""type"": ""Point""}";Fairview;49.265027513553, -123.12162120681613
Distribution;SMALL;OPEN;2.1;W;0.0;N;"{""coordinates"": [-123.12167650464883, 49.26432942742312], ""type"": ""Point""}";Fairview;49.26432942742312, -123.12167650464883
Distribution;SMALL;OPEN;5.5;W;0.0;S;"{""coordinates"": [-123.12172898064836, 49.264149917794896], ""type"": ""Point""}";Fairview;49.264149917794896, -123.12172898064836
Distribution;SMALL;OPEN;0.0;W;4.9;N;"{""coordinates"": [-123.12192769472358, 49.26419693309806], ""type"": ""Point""}";Fairview;49.26419693309806, -123.12192769472358
Distribution;SMALL;OPEN;0.0;E;4.9;N;"{""coordinates"": [-123.12165142791395, 49.26419272670264], ""type"": ""Point""}";Fairview;49.26419272670264, -123.12165142791395
Distribution;SMALL;OPEN;6.4;W;7.6;N;"{""coordinates"": [-123.11972645903114, 49.265863797608866], ""type"": ""Point""}";Fairview;49.265863797608866, -123.11972645903114
Distribution;SMALL;OPEN;0.0;W;5.5;S;"{""coordinates"": [-123.12216759157357, 49.25709046272494], ""type"": ""Point""}";Fairview;49.25709046272494, -123.12216759157357
Distribution;SMALL;OPEN;4.6;W;6.1;S;"{""coordinates"": [-123.12000439202274, 49.257040152782565], ""type"": ""Point""}";Fairview;49.257040152782565, -123.12000439202274
Distribution;SMALL;OPEN;2.4;W;5.5;S;"{""coordinates"": [-123.12007593579948, 49.262376002649845], ""type"": ""Point""}";Fairview;49.262376002649845, -123.12007593579948
Distribution;SMALL;OPEN;1.2;W;3.7;S;"{""coordinates"": [-123.11978193956463, 49.26238485326218], ""type"": ""Point""}";Fairview;49.26238485326218, -123.11978193956463
Distribution;SMALL;OPEN;0.0;W;5.8;S;"{""coordinates"": [-123.14269008569671, 49.290660202977406], ""type"": ""Point""}";West End;49.290660202977406, -123.14269008569671
Distribution;SMALL;OPEN;0.3;W;5.8;S;"{""coordinates"": [-123.1439439501777, 49.291472269568615], ""type"": ""Point""}";;49.291472269568615, -123.1439439501777
Distribution;SMALL;OPEN;7.0;W;1.5;S;"{""coordinates"": [-123.14179038909059, 49.29291732445555], ""type"": ""Point""}";;49.29291732445555, -123.14179038909059
Distribution;SMALL;OPEN;6.1;W;8.5;S;"{""coordinates"": [-123.14226634481274, 49.28896019814617], ""type"": ""Point""}";West End;49.28896019814617, -123.14226634481274
Distribution;SMALL;OPEN;5.4;W;0.0;N;"{""coordinates"": [-123.14166715217554, 49.287288300523905], ""type"": ""Point""}";West End;49.287288300523905, -123.14166715217554
Distribution;SMALL;OPEN;5.4;W;0.0;N;"{""coordinates"": [-123.14224695377253, 49.28690442094974], ""type"": ""Point""}";West End;49.28690442094974, -123.14224695377253
Distribution;SMALL;OPEN;6.5;W;5.5;N;"{""coordinates"": [-123.14230217059527, 49.287174136138034], ""type"": ""Point""}";West End;49.287174136138034, -123.14230217059527
Distribution;SMALL;OPEN;0.0;E;6.7;N;"{""coordinates"": [-123.14305785975144, 49.26882791839359], ""type"": ""Point""}";Fairview;49.26882791839359, -123.14305785975144
Distribution;SMALL;OPEN;0.0;W;6.7;N;"{""coordinates"": [-123.14333416919783, 49.26883252331706], ""type"": ""Point""}";Fairview;49.26883252331706, -123.14333416919783
Distribution;SMALL;OPEN;2.7;E;0.0;S;"{""coordinates"": [-123.14329894097835, 49.268771849414826], ""type"": ""Point""}";Fairview;49.268771849414826, -123.14329894097835
Distribution;SMALL;OPEN;0.0;E;8.2;N;"{""coordinates"": [-123.14309239003748, 49.26793914084464], ""type"": ""Point""}";Fairview;49.26793914084464, -123.14309239003748
Distribution;SMALL;OPEN;6.4;W;3.7;S;"{""coordinates"": [-123.14226664056797, 49.28484761443677], ""type"": ""Point""}";West End;49.28484761443677, -123.14226664056797
Distribution;SMALL;OPEN;2.7;E;1.8;N;"{""coordinates"": [-123.1433639682938, 49.26702893053884], ""type"": ""Point""}";Fairview;49.26702893053884, -123.1433639682938
Distribution;SMALL;OPEN;2.7;E;0.0;N;"{""coordinates"": [-123.14338949453426, 49.266355616912236], ""type"": ""Point""}";Fairview;49.266355616912236, -123.14338949453426
Distribution;SMALL;OPEN;2.7;E;0.0;S;"{""coordinates"": [-123.14339584325047, 49.266174805439], ""type"": ""Point""}";Fairview;49.266174805439, -123.14339584325047
Distribution;SMALL;OPEN;2.7;E;0.0;N;"{""coordinates"": [-123.14342072698491, 49.26551722511595], ""type"": ""Point""}";Fairview;49.26551722511595, -123.14342072698491
Distribution;SMALL;OPEN;5.2;E;0.0;N;"{""coordinates"": [-123.14341759492208, 49.264678426089], ""type"": ""Point""}";Fairview;49.264678426089, -123.14341759492208
Distribution;SMALL;OPEN;0.0;W;4.3;N;"{""coordinates"": [-123.14343238038241, 49.26621343946449], ""type"": ""Point""}";Fairview;49.26621343946449, -123.14343238038241
Distribution;SMALL;OPEN;0.0;E;5.2;N;"{""coordinates"": [-123.14318665934502, 49.26537898926802], ""type"": ""Point""}";Fairview;49.26537898926802, -123.14318665934502
Distribution;SMALL;OPEN;4.0;W;0.0;S;"{""coordinates"": [-123.143591123993, 49.2561039736346], ""type"": ""Point""}";Shaughnessy;49.2561039736346, -123.143591123993
Distribution;SMALL;OPEN;7.0;E;0.0;N;"{""coordinates"": [-123.14349808099037, 49.26188036659322], ""type"": ""Point""}";Fairview;49.26188036659322, -123.14349808099037
Distribution;SMALL;OPEN;0.0;E;3.4;S;"{""coordinates"": [-123.14328488159785, 49.26276800863811], ""type"": ""Point""}";Fairview;49.26276800863811, -123.14328488159785
Distribution;SMALL;OPEN;7.0;E;0.0;N;"{""coordinates"": [-123.1434636545292, 49.26280106907172], ""type"": ""Point""}";Fairview;49.26280106907172, -123.1434636545292
Distribution;SMALL;OPEN;0.0;E;4.3;S;"{""coordinates"": [-123.14335371773817, 49.26091895771167], ""type"": ""Point""}";Fairview;49.26091895771167, -123.14335371773817
Distribution;SMALL;OPEN;5.8;E;0.6;S;"{""coordinates"": [-123.14354967296228, 49.26095514502489], ""type"": ""Point""}";Fairview;49.26095514502489, -123.14354967296228
Distribution;SMALL;OPEN;7.3;E;0.0;S;"{""coordinates"": [-123.14357109262306, 49.259820372303615], ""type"": ""Point""}";Fairview;49.259820372303615, -123.14357109262306
Distribution;SMALL;OPEN;0.0;W;7.3;S;"{""coordinates"": [-123.14370206012865, 49.25901738659862], ""type"": ""Point""}";Fairview;49.25901738659862, -123.14370206012865
Distribution;SMALL;OPEN;7.6;E;0.0;S;"{""coordinates"": [-123.14219452462639, 49.252429803294326], ""type"": ""Point""}";Shaughnessy;49.252429803294326, -123.14219452462639
Distribution;SMALL;OPEN;7.3;W;0.0;N;"{""coordinates"": [-123.14409496897848, 49.25102956348967], ""type"": ""Point""}";Shaughnessy;49.25102956348967, -123.14409496897848
Distribution;SMALL;OPEN;0.0;W;8.2;S;"{""coordinates"": [-123.14237878321318, 49.25247229469359], ""type"": ""Point""}";Shaughnessy;49.25247229469359, -123.14237878321318
Distribution;SMALL;OPEN;0.0;W;6.4;N;"{""coordinates"": [-123.14156881512788, 49.250842923223026], ""type"": ""Point""}";Shaughnessy;49.250842923223026, -123.14156881512788
Distribution;SMALL;OPEN;0.9;W;7.6;N;"{""coordinates"": [-123.1440856092603, 49.250891948179564], ""type"": ""Point""}";Shaughnessy;49.250891948179564, -123.1440856092603
Distribution;SMALL;OPEN;5.5;W;0.0;S;"{""coordinates"": [-123.13842807739283, 49.29329807347388], ""type"": ""Point""}";West End;49.29329807347388, -123.13842807739283
Distribution;SMALL;OPEN;8.2;W;16.2;N;"{""coordinates"": [-123.13811210335972, 49.29354360566261], ""type"": ""Point""}";;49.29354360566261, -123.13811210335972
Distribution;SMALL;OPEN;7.3;W;12.8;N;"{""coordinates"": [-123.13672271558883, 49.2944499100857], ""type"": ""Point""}";;49.2944499100857, -123.13672271558883
Distribution;SMALL;OPEN;7.0;W;4.6;S;"{""coordinates"": [-123.13742969755442, 49.293979524135246], ""type"": ""Point""}";;49.293979524135246, -123.13742969755442
Transmission;LARGE;OPEN;4.9;W;0.0;;"{""coordinates"": [-123.13782248855094, 49.294035006234104], ""type"": ""Point""}";;49.294035006234104, -123.13782248855094
Distribution;SMALL;OPEN;5.2;E;;;"{""coordinates"": [-123.13368796191466, 49.29244091949824], ""type"": ""Point""}";West End;49.29244091949824, -123.13368796191466
