SUBSYSTEM;SIZE;OPEN_IND;X_OFFSET_FROM_PROP_LINE_M;X_OFFSET_DIRECTION;Y_OFFSET_FROM_PROP_LINE_M;Y_OFFSET_DIRECTION;Geom;Geo Local Area;geo_point_2d
Distribution;SMALL;OPEN;0.0;E;5.8;S;"{""coordinates"": [-123.10918647968569, 49.23567647267081], ""type"": ""Point""}";Riley Park;49.23567647267081, -123.10918647968569
Distribution;SMALL;OPEN;0.0;W;5.8;S;"{""coordinates"": [-123.10815202963875, 49.235641005987844], ""type"": ""Point""}";Riley Park;49.235641005987844, -123.10815202963875
Distribution;SMALL;OPEN;0.0;E;7.3;N;"{""coordinates"": [-123.10787712153497, 49.23556884227052], ""type"": ""Point""}";Riley Park;49.23556884227052, -123.10787712153497
Distribution;SMALL;OPEN;5.8;W;0.3;N;"{""coordinates"": [-123.10799007764794, 49.234773997354395], ""type"": ""Point""}";Riley Park;49.234773997354395, -123.10799007764794
Distribution;SMALL;OPEN;5.8;W;0.3;N;"{""coordinates"": [-123.10802858790649, 49.23386991154923], ""type"": ""Point""}";Riley Park;49.23386991154923, -123.10802858790649
Distribution;SMALL;OPEN;0.0;E;10.4;N;"{""coordinates"": [-123.10797281645647, 49.23320103169207], ""type"": ""Point""}";Riley Park;49.23320103169207, -123.10797281645647
Distribution;SMALL;OPEN;5.8;W;0.0;N;"{""coordinates"": [-123.10809395653823, 49.23237034160029], ""type"": ""Point""}";Oakridge;49.23237034160029, -123.10809395653823
Distribution;SMALL;OPEN;5.5;W;0.3;S;"{""coordinates"": [-123.10558570368138, 49.233292426085555], ""type"": ""Point""}";Riley Park;49.233292426085555, -123.10558570368138
Distribution;SMALL;OPEN;0.0;E;5.8;N;"{""coordinates"": [-123.1118175822668, 49.23563877551202], ""type"": ""Point""}";Riley Park;49.23563877551202, -123.1118175822668
Distribution;SMALL;OPEN;5.8;W;0.0;N;"{""coordinates"": [-123.11603277861748, 49.23172685574437], ""type"": ""Point""}";Oakridge;49.23172685574437, -123.11603277861748
Distribution;SMALL;OPEN;0.0;W;5.8;S;"{""coordinates"": [-123.11353102887529, 49.23441902140295], ""type"": ""Point""}";Riley Park;49.23441902140295, -123.11353102887529
Distribution;SMALL;OPEN;0.0;W;5.8;N;"{""coordinates"": [-123.11357797897719, 49.23335796719411], ""type"": ""Point""}";Oakridge;49.23335796719411, -123.11357797897719
Distribution;SMALL;OPEN;5.8;W;0.0;S;"{""coordinates"": [-123.1133841754268, 49.233298339136695], ""type"": ""Point""}";Oakridge;49.233298339136695, -123.1133841754268
Distribution;SMALL;OPEN;0.0;E;5.8;S;"{""coordinates"": [-123.11333692363752, 49.23246409365222], ""type"": ""Point""}";Oakridge;49.23246409365222, -123.11333692363752
Distribution;SMALL;OPEN;0.0;W;5.8;S;"{""coordinates"": [-123.11342828820517, 49.231573041890464], ""type"": ""Point""}";Oakridge;49.231573041890464, -123.11342828820517
Distribution;SMALL;OPEN;0.0;E;11.0;N;"{""coordinates"": [-123.1119207700493, 49.23333896750639], ""type"": ""Point""}";;49.23333896750639, -123.1119207700493
Distribution;SMALL;OPEN;5.8;W;0.0;N;"{""coordinates"": [-123.11199260190085, 49.23351745367252], ""type"": ""Point""}";Riley Park;49.23351745367252, -123.11199260190085
Distribution;SMALL;OPEN;5.8;W;0.0;N;"{""coordinates"": [-123.11189410103776, 49.23576237711334], ""type"": ""Point""}";Riley Park;49.23576237711334, -123.11189410103776
Distribution;SMALL;OPEN;4.0;W;0.6;S;"{""coordinates"": [-123.11612952696774, 49.22870616865735], ""type"": ""Point""}";Oakridge;49.22870616865735, -123.11612952696774
Distribution;SMALL;OPEN;0.0;E;5.8;N;"{""coordinates"": [-123.11603166342924, 49.22976685314974], ""type"": ""Point""}";Oakridge;49.22976685314974, -123.11603166342924
Distribution;SMALL;OPEN;4.6;W;7.6;S;"{""coordinates"": [-123.11609100015107, 49.229825694492945], ""type"": ""Point""}";Oakridge;49.229825694492945, -123.11609100015107
Distribution;SMALL;OPEN;5.2;E;0.0;S;"{""coordinates"": [-123.11786833448411, 49.23536527763434], ""type"": ""Point""}";South Cambie;49.23536527763434, -123.11786833448411
Distribution;SMALL;OPEN;4.0;E;0.0;N;"{""coordinates"": [-123.11637417331717, 49.235495046745164], ""type"": ""Point""}";South Cambie;49.235495046745164, -123.11637417331717
Distribution;SMALL;OPEN;0.0;E;5.8;N;"{""coordinates"": [-123.11580582603987, 49.23534812275753], ""type"": ""Point""}";Riley Park;49.23534812275753, -123.11580582603987
Distribution;SMALL;OPEN;4.6;E;0.0;S;"{""coordinates"": [-123.11659668530747, 49.22973580830389], ""type"": ""Point""}";Oakridge;49.22973580830389, -123.11659668530747
Distribution;SMALL;OPEN;0.3;E;1.8;N;"{""coordinates"": [-123.11284876654315, 49.22588738125316], ""type"": ""Point""}";Oakridge;49.22588738125316, -123.11284876654315
Distribution;SMALL;OPEN;0.0;E;6.7;S;"{""coordinates"": [-123.11283941372245, 49.22690069793985], ""type"": ""Point""}";Oakridge;49.22690069793985, -123.11283941372245
Distribution;SMALL;OPEN;0.0;W;5.8;S;"{""coordinates"": [-123.11314119809055, 49.23065899151777], ""type"": ""Point""}";Oakridge;49.23065899151777, -123.11314119809055
Distribution;SMALL;OPEN;0.0;W;5.8;S;"{""coordinates"": [-123.11315946343382, 49.228727277663005], ""type"": ""Point""}";Oakridge;49.228727277663005, -123.11315946343382
Distribution;SMALL;OPEN;0.0;E;5.5;S;"{""coordinates"": [-123.11286072652038, 49.2278159271379], ""type"": ""Point""}";Oakridge;49.2278159271379, -123.11286072652038
Distribution;SMALL;OPEN;6.1;W;0.0;S;"{""coordinates"": [-123.11456087092785, 49.2286516405028], ""type"": ""Point""}";Oakridge;49.2286516405028, -123.11456087092785
Distribution;SMALL;OPEN;5.8;W;0.0;N;"{""coordinates"": [-123.11606845942725, 49.23082192403077], ""type"": ""Point""}";Oakridge;49.23082192403077, -123.11606845942725
Distribution;SMALL;OPEN;7.6;E;0.0;N;"{""coordinates"": [-123.11659077660278, 49.229915665481954], ""type"": ""Point""}";Oakridge;49.229915665481954, -123.11659077660278
Distribution;SMALL;OPEN;2.4;W;6.4;S;"{""coordinates"": [-123.10413598040796, 49.22023306012309], ""type"": ""Point""}";Sunset;49.22023306012309, -123.10413598040796
Distribution;SMALL;OPEN;5.8;W;0.0;N;"{""coordinates"": [-123.10393490241024, 49.21943153739091], ""type"": ""Point""}";Sunset;49.21943153739091, -123.10393490241024
Distribution;SMALL;OPEN;5.2;E;1.2;S;"{""coordinates"": [-123.10187023897356, 49.222042941291086], ""type"": ""Point""}";Sunset;49.222042941291086, -123.10187023897356
Distribution;SMALL;OPEN;0.0;W;6.1;N;"{""coordinates"": [-123.10194552396051, 49.22192953446073], ""type"": ""Point""}";Sunset;49.22192953446073, -123.10194552396051
Distribution;SMALL;OPEN;0.3;E;7.0;N;"{""coordinates"": [-123.10157336880698, 49.22192808123562], ""type"": ""Point""}";Sunset;49.22192808123562, -123.10157336880698
Distribution;SMALL;OPEN;0.0;E;5.8;S;"{""coordinates"": [-123.1016196907431, 49.221091030467086], ""type"": ""Point""}";Sunset;49.221091030467086, -123.1016196907431
Distribution;SMALL;OPEN;0.0;W;6.7;S;"{""coordinates"": [-123.10200849130521, 49.22018870476659], ""type"": ""Point""}";Sunset;49.22018870476659, -123.10200849130521
Distribution;SMALL;OPEN;3.0;W;9.1;S;"{""coordinates"": [-123.10211548302422, 49.21848961865903], ""type"": ""Point""}";Sunset;49.21848961865903, -123.10211548302422
Distribution;SMALL;OPEN;0.0;W;5.2;S;"{""coordinates"": [-123.11831261886599, 49.22357181281509], ""type"": ""Point""}";Oakridge;49.22357181281509, -123.11831261886599
Distribution;SMALL;OPEN;5.2;W;0.0;S;"{""coordinates"": [-123.11811246873093, 49.22343440800811], ""type"": ""Point""}";Oakridge;49.22343440800811, -123.11811246873093
Distribution;SMALL;OPEN;4.6;E;0.0;N;"{""coordinates"": [-123.11673892996933, 49.226233314336845], ""type"": ""Point""}";Oakridge;49.226233314336845, -123.11673892996933
Distribution;SMALL;OPEN;0.0;W;5.2;S;"{""coordinates"": [-123.11684033586934, 49.22525725247221], ""type"": ""Point""}";Oakridge;49.22525725247221, -123.11684033586934
Distribution;SMALL;OPEN;0.0;E;5.8;S;"{""coordinates"": [-123.10190013751941, 49.213714232594846], ""type"": ""Point""}";Sunset;49.213714232594846, -123.10190013751941
Distribution;SMALL;OPEN;5.8;E;4.3;S;"{""coordinates"": [-123.10216409814319, 49.21420063527583], ""type"": ""Point""}";Sunset;49.21420063527583, -123.10216409814319
Distribution;SMALL;OPEN;1.8;E;5.8;S;"{""coordinates"": [-123.11894146275573, 49.22182652531508], ""type"": ""Point""}";Oakridge;49.22182652531508, -123.11894146275573
Distribution;SMALL;OPEN;5.8;W;0.0;S;"{""coordinates"": [-123.10602630667499, 49.22196354215823], ""type"": ""Point""}";Sunset;49.22196354215823, -123.10602630667499
Distribution;SMALL;OPEN;0.0;E;7.0;S;"{""coordinates"": [-123.10597172115948, 49.22117516567367], ""type"": ""Point""}";Sunset;49.22117516567367, -123.10597172115948
Distribution;SMALL;OPEN;0.0;E;6.7;S;"{""coordinates"": [-123.10602968032113, 49.219412929366186], ""type"": ""Point""}";Sunset;49.219412929366186, -123.10602968032113
Distribution;SMALL;OPEN;5.8;W;0.0;N;"{""coordinates"": [-123.10386298328197, 49.22209735120801], ""type"": ""Point""}";Sunset;49.22209735120801, -123.10386298328197
Distribution;SMALL;OPEN;0.0;W;5.8;N;"{""coordinates"": [-123.10406322556169, 49.221973018261465], ""type"": ""Point""}";Sunset;49.221973018261465, -123.10406322556169
Distribution;SMALL;OPEN;0.0;W;5.8;S;"{""coordinates"": [-123.10409235836075, 49.22114497725461], ""type"": ""Point""}";Sunset;49.22114497725461, -123.10409235836075
Distribution;SMALL;OPEN;5.4;W;0.0;N;"{""coordinates"": [-123.10391819309768, 49.22029096992926], ""type"": ""Point""}";Sunset;49.22029096992926, -123.10391819309768
Distribution;SMALL;OPEN;0.0;E;5.8;S;"{""coordinates"": [-123.10608370048509, 49.21774335646268], ""type"": ""Point""}";Sunset;49.21774335646268, -123.10608370048509
Distribution;SMALL;OPEN;5.8;W;6.6;S;"{""coordinates"": [-123.10619154082177, 49.21684773242906], ""type"": ""Point""}";Sunset;49.21684773242906, -123.10619154082177
Distribution;SMALL;OPEN;8.0;W;0.0;S;"{""coordinates"": [-123.10622632478983, 49.21672677690766], ""type"": ""Point""}";Sunset;49.21672677690766, -123.10622632478983
Distribution;SMALL;OPEN;8.0;W;0.0;N;"{""coordinates"": [-123.10627418876918, 49.21601376699684], ""type"": ""Point""}";Sunset;49.21601376699684, -123.10627418876918
Distribution;SMALL;CLOSED;0.0;W;7.3;S;"{""coordinates"": [-123.1064395279996, 49.21594944243005], ""type"": ""Point""}";Marpole;49.21594944243005, -123.1064395279996
Distribution;SMALL;OPEN;0.0;W;5.2;S;"{""coordinates"": [-123.10650018037967, 49.215125319818384], ""type"": ""Point""}";Marpole;49.215125319818384, -123.10650018037967
Distribution;SMALL;OPEN;6.4;E;0.9;S;"{""coordinates"": [-123.10201496188157, 49.21770128044229], ""type"": ""Point""}";Sunset;49.21770128044229, -123.10201496188157
Distribution;SMALL;OPEN;0.6;E;6.4;S;"{""coordinates"": [-123.10174844835342, 49.217645304016315], ""type"": ""Point""}";Sunset;49.217645304016315, -123.10174844835342
Distribution;SMALL;OPEN;18.0;W;0.0;N;"{""coordinates"": [-123.11678286235137, 49.21703518140537], ""type"": ""Point""}";Marpole;49.21703518140537, -123.11678286235137
Distribution;SMALL;OPEN;0.0;E;5.8;S;"{""coordinates"": [-123.10973177103048, 49.2151500815384], ""type"": ""Point""}";Marpole;49.2151500815384, -123.10973177103048
Distribution;SMALL;OPEN;5.8;W;0.0;N;"{""coordinates"": [-123.1098390729925, 49.21433499795653], ""type"": ""Point""}";Marpole;49.21433499795653, -123.1098390729925
Distribution;SMALL;OPEN;5.8;W;0.0;S;"{""coordinates"": [-123.10984552409604, 49.21415418662614], ""type"": ""Point""}";Marpole;49.21415418662614, -123.10984552409604
Distribution;SMALL;OPEN;0.0;E;5.8;S;"{""coordinates"": [-123.11532389208129, 49.214123552274415], ""type"": ""Point""}";Marpole;49.214123552274415, -123.11532389208129
Distribution;SMALL;OPEN;6.4;E;1.5;N;"{""coordinates"": [-123.10218847389031, 49.21338294242003], ""type"": ""Point""}";Sunset;49.21338294242003, -123.10218847389031
Distribution;SMALL;OPEN;0.0;E;9.8;N;"{""coordinates"": [-123.10206335382054, 49.21101234535121], ""type"": ""Point""}";Sunset;49.21101234535121, -123.10206335382054
Distribution;SMALL;OPEN;7.3;E;11.6;N;"{""coordinates"": [-123.1023003431277, 49.211089854992906], ""type"": ""Point""}";Sunset;49.211089854992906, -123.1023003431277
Distribution;SMALL;OPEN;0.0;E;5.8;S;"{""coordinates"": [-123.116642620897, 49.21413508240658], ""type"": ""Point""}";Marpole;49.21413508240658, -123.116642620897
Distribution;SMALL;OPEN;4.4;W;1.0;S;"{""coordinates"": [-123.11670660906746, 49.21400768952901], ""type"": ""Point""}";Marpole;49.21400768952901, -123.11670660906746
Distribution;SMALL;OPEN;0.0;W;5.2;S;"{""coordinates"": [-123.11723537812593, 49.21506743710519], ""type"": ""Point""}";Marpole;49.21506743710519, -123.11723537812593
Distribution;SMALL;OPEN;0.0;E;5.5;S;"{""coordinates"": [-123.11255630963815, 49.21432468220905], ""type"": ""Point""}";Marpole;49.21432468220905, -123.11255630963815
Distribution;SMALL;OPEN;0.0;W;5.8;S;"{""coordinates"": [-123.11284138309942, 49.21409771393337], ""type"": ""Point""}";Marpole;49.21409771393337, -123.11284138309942
Distribution;SMALL;OPEN;5.8;E;0.0;S;"{""coordinates"": [-123.11465764363716, 49.21398794597072], ""type"": ""Point""}";Marpole;49.21398794597072, -123.11465764363716
Distribution;SMALL;OPEN;0.0;E;4.9;N;"{""coordinates"": [-123.11267223682202, 49.211332719168425], ""type"": ""Point""}";Marpole;49.211332719168425, -123.11267223682202
Distribution;SMALL;OPEN;6.4;E;1.8;S;"{""coordinates"": [-123.10555069950169, 49.2122824222346], ""type"": ""Point""}";Sunset;49.2122824222346, -123.10555069950169
Distribution;SMALL;OPEN;0.0;W;7.7;S;"{""coordinates"": [-123.10661855349016, 49.2133680629965], ""type"": ""Point""}";Marpole;49.2133680629965, -123.10661855349016
Distribution;SMALL;OPEN;0.0;W;11.9;N;"{""coordinates"": [-123.11014776269016, 49.21211824780027], ""type"": ""Point""}";Marpole;49.21211824780027, -123.11014776269016
Distribution;SMALL;OPEN;5.5;W;1.8;S;"{""coordinates"": [-123.10990769653635, 49.212326636400235], ""type"": ""Point""}";Marpole;49.212326636400235, -123.10990769653635
Distribution;SMALL;OPEN;4.9;W;14.6;S;"{""coordinates"": [-123.10993127170161, 49.21219663207624], ""type"": ""Point""}";Marpole;49.21219663207624, -123.10993127170161
Distribution;SMALL;OPEN;2.7;W;5.8;S;"{""coordinates"": [-123.11671058592191, 49.213241485154484], ""type"": ""Point""}";Marpole;49.213241485154484, -123.11671058592191
Distribution;SMALL;OPEN;1.2;E;3.4;N;"{""coordinates"": [-123.1125760389217, 49.213356311650855], ""type"": ""Point""}";Marpole;49.213356311650855, -123.1125760389217
Distribution;SMALL;OPEN;23.5;E;10.1;S;"{""coordinates"": [-123.11710326740742, 49.21021230241118], ""type"": ""Point""}";Marpole;49.21021230241118, -123.11710326740742
Distribution;SMALL;OPEN;0.3;W;0.9;N;"{""coordinates"": [-123.11040039922396, 49.20683926409778], ""type"": ""Point""}";Marpole;49.20683926409778, -123.11040039922396
Distribution;SMALL;OPEN;6.7;W;1.8;N;"{""coordinates"": [-123.11021165624626, 49.206846190815185], ""type"": ""Point""}";Marpole;49.206846190815185, -123.11021165624626
Distribution;SMALL;OPEN;8.2;W;0.3;S;"{""coordinates"": [-123.11023357941748, 49.20682683001055], ""type"": ""Point""}";Marpole;49.20682683001055, -123.11023357941748
Distribution;SMALL;OPEN;7.6;W;154.2;S;"{""coordinates"": [-123.10674664074081, 49.2079446220783], ""type"": ""Point""}";Sunset;49.2079446220783, -123.10674664074081
Distribution;SMALL;OPEN;0.0;E;7.3;S;"{""coordinates"": [-123.11846030931372, 49.21146534770038], ""type"": ""Point""}";Marpole;49.21146534770038, -123.11846030931372
Distribution;SMALL;OPEN;6.4;W;0.0;S;"{""coordinates"": [-123.11855270398102, 49.211352353045434], ""type"": ""Point""}";Marpole;49.211352353045434, -123.11855270398102
Distribution;SMALL;OPEN;7.3;W;0.0;S;"{""coordinates"": [-123.11891476341411, 49.20922683462421], ""type"": ""Point""}";Marpole;49.20922683462421, -123.11891476341411
Distribution;SMALL;OPEN;5.8;E;0.6;S;"{""coordinates"": [-123.11469806496761, 49.21307893232116], ""type"": ""Point""}";Marpole;49.21307893232116, -123.11469806496761
Distribution;SMALL;OPEN;6.1;W;0.0;N;"{""coordinates"": [-123.11899914315316, 49.20743542506713], ""type"": ""Point""}";Marpole;49.20743542506713, -123.11899914315316
Distribution;SMALL;OPEN;1.2;E;10.7;S;"{""coordinates"": [-123.11922013953975, 49.205682364835475], ""type"": ""Point""}";Marpole;49.205682364835475, -123.11922013953975
Distribution;SMALL;OPEN;4.9;E;5.2;N;"{""coordinates"": [-123.11916045297848, 49.205838791675404], ""type"": ""Point""}";Marpole;49.205838791675404, -123.11916045297848
Distribution;SMALL;OPEN;98.8;W;3.0;S;"{""coordinates"": [-123.11166196846621, 49.20875746713806], ""type"": ""Point""}";Marpole;49.20875746713806, -123.11166196846621
Distribution;SMALL;OPEN;2.4;W;253.3;N;"{""coordinates"": [-123.1150641625825, 49.20883051611374], ""type"": ""Point""}";Marpole;49.20883051611374, -123.1150641625825
Distribution;SMALL;OPEN;7.6;E;7.0;S;"{""coordinates"": [-123.10559225459869, 49.28079035507695], ""type"": ""Point""}";Downtown;49.28079035507695, -123.10559225459869
Distribution;SMALL;OPEN;7.0;E;2.1;N;"{""coordinates"": [-123.09104041500075, 49.26608110955561], ""type"": ""Point""}";Mount Pleasant;49.26608110955561, -123.09104041500075
Distribution;SMALL;OPEN;5.8;E;0.6;S;"{""coordinates"": [-123.16457374569225, 49.26841632301242], ""type"": ""Point""}";Kitsilano;49.26841632301242, -123.16457374569225
Distribution;SMALL;OPEN;0.0;E;6.4;N;"{""coordinates"": [-123.16422430766616, 49.27269374913777], ""type"": ""Point""}";Kitsilano;49.27269374913777, -123.16422430766616
Distribution;SMALL;OPEN;0.0;W;5.8;S;"{""coordinates"": [-123.16449114795202, 49.27294838334407], ""type"": ""Point""}";Kitsilano;49.27294838334407, -123.16449114795202
Distribution;SMALL;OPEN;6.7;E;0.0;S;"{""coordinates"": [-123.16459900792638, 49.26732873106502], ""type"": ""Point""}";Kitsilano;49.26732873106502, -123.16459900792638
Distribution;SMALL;OPEN;0.0;W;4.6;N;"{""coordinates"": [-123.16477977634155, 49.26486016208939], ""type"": ""Point""}";Kitsilano;49.26486016208939, -123.16477977634155
Distribution;SMALL;OPEN;5.8;E;0.0;S;"{""coordinates"": [-123.16473463507843, 49.26389729844123], ""type"": ""Point""}";Kitsilano;49.26389729844123, -123.16473463507843
Distribution;SMALL;OPEN;6.4;E;0.0;N;"{""coordinates"": [-123.16474966518965, 49.26325951667701], ""type"": ""Point""}";Kitsilano;49.26325951667701, -123.16474966518965
Distribution;SMALL;OPEN;0.0;W;4.0;S;"{""coordinates"": [-123.16483889035541, 49.26322520761878], ""type"": ""Point""}";Kitsilano;49.26322520761878, -123.16483889035541
Distribution;SMALL;OPEN;6.4;E;6.1;N;"{""coordinates"": [-123.1647553036681, 49.263095346057206], ""type"": ""Point""}";Kitsilano;49.263095346057206, -123.1647553036681
Distribution;SMALL;OPEN;0.0;E;7.3;N;"{""coordinates"": [-123.16613286000651, 49.27098902167366], ""type"": ""Point""}";Kitsilano;49.27098902167366, -123.16613286000651
Distribution;SMALL;OPEN;0.9;E;6.7;N;"{""coordinates"": [-123.1661518518921, 49.270090796816575], ""type"": ""Point""}";Kitsilano;49.270090796816575, -123.1661518518921
Distribution;SMALL;OPEN;6.7;E;0.0;N;"{""coordinates"": [-123.16449781578207, 49.27018674051904], ""type"": ""Point""}";Kitsilano;49.27018674051904, -123.16449781578207
Distribution;SMALL;OPEN;0.3;W;4.6;N;"{""coordinates"": [-123.16626244226923, 49.2673951447258], ""type"": ""Point""}";Kitsilano;49.2673951447258, -123.16626244226923
Distribution;SMALL;OPEN;0.0;W;7.3;N;"{""coordinates"": [-123.16522275125257, 49.25637572050223], ""type"": ""Point""}";Arbutus Ridge;49.25637572050223, -123.16522275125257
Distribution;SMALL;OPEN;6.4;E;0.0;S;"{""coordinates"": [-123.16511404401864, 49.256951569991955], ""type"": ""Point""}";Arbutus Ridge;49.256951569991955, -123.16511404401864
Distribution;SMALL;OPEN;5.8;E;0.0;N;"{""coordinates"": [-123.16482390598584, 49.2614126939399], ""type"": ""Point""}";Kitsilano;49.2614126939399, -123.16482390598584
Distribution;SMALL;OPEN;0.0;W;4.3;N;"{""coordinates"": [-123.16463786757316, 49.26111540654034], ""type"": ""Point""}";Kitsilano;49.26111540654034, -123.16463786757316
Distribution;SMALL;OPEN;0.9;W;5.5;S;"{""coordinates"": [-123.16467994883796, 49.26028850652416], ""type"": ""Point""}";Kitsilano;49.26028850652416, -123.16467994883796
Distribution;SMALL;OPEN;7.0;E;0.0;S;"{""coordinates"": [-123.16487839519274, 49.259422434054386], ""type"": ""Point""}";Kitsilano;49.259422434054386, -123.16487839519274
Distribution;SMALL;OPEN;7.0;E;0.0;N;"{""coordinates"": [-123.16490414135316, 49.258697832637786], ""type"": ""Point""}";Kitsilano;49.258697832637786, -123.16490414135316
Distribution;SMALL;OPEN;6.1;E;0.0;N;"{""coordinates"": [-123.1652360067284, 49.2537760822287], ""type"": ""Point""}";Arbutus Ridge;49.2537760822287, -123.1652360067284
Distribution;SMALL;OPEN;6.1;E;0.0;S;"{""coordinates"": [-123.1653104102887, 49.251785782009456], ""type"": ""Point""}";Arbutus Ridge;49.251785782009456, -123.1653104102887
Distribution;SMALL;OPEN;0.0;E;5.8;S;"{""coordinates"": [-123.16511295136849, 49.25191064827636], ""type"": ""Point""}";Arbutus Ridge;49.25191064827636, -123.16511295136849
Distribution;SMALL;OPEN;6.1;E;0.0;N;"{""coordinates"": [-123.1653368379914, 49.25106252783977], ""type"": ""Point""}";Arbutus Ridge;49.25106252783977, -123.1653368379914
Distribution;SMALL;OPEN;5.8;E;0.0;N;"{""coordinates"": [-123.1653743422772, 49.25015890335455], ""type"": ""Point""}";Arbutus Ridge;49.25015890335455, -123.1653743422772
Distribution;SMALL;OPEN;6.1;E;0.0;S;"{""coordinates"": [-123.16520888910081, 49.254499337019595], ""type"": ""Point""}";Arbutus Ridge;49.254499337019595, -123.16520888910081
Distribution;SMALL;OPEN;6.1;E;0.0;N;"{""coordinates"": [-123.16520193436264, 49.254680150952765], ""type"": ""Point""}";Arbutus Ridge;49.254680150952765, -123.16520193436264
Distribution;SMALL;OPEN;19.2;W;0.6;N;"{""coordinates"": [-123.18760178613984, 49.27221682676833], ""type"": ""Point""}";West Point Grey;49.27221682676833, -123.18760178613984
Distribution;SMALL;OPEN;1.2;W;5.2;N;"{""coordinates"": [-123.18598141324011, 49.26518873286495], ""type"": ""Point""}";West Point Grey;49.26518873286495, -123.18598141324011
Distribution;SMALL;OPEN;2.1;W;1.2;S;"{""coordinates"": [-123.18607154824598, 49.26302699382881], ""type"": ""Point""}";West Point Grey;49.26302699382881, -123.18607154824598
Distribution;SMALL;OPEN;0.0;W;3.4;S;"{""coordinates"": [-123.18602121918948, 49.264446546069074], ""type"": ""Point""}";West Point Grey;49.264446546069074, -123.18602121918948
Distribution;SMALL;OPEN;0.3;W;3.7;N;"{""coordinates"": [-123.18765597997461, 49.271278980371186], ""type"": ""Point""}";West Point Grey;49.271278980371186, -123.18765597997461
Distribution;SMALL;OPEN;0.6;E;6.1;S;"{""coordinates"": [-123.18746895799279, 49.26870752906529], ""type"": ""Point""}";West Point Grey;49.26870752906529, -123.18746895799279
Distribution;SMALL;OPEN;0.3;E;7.0;N;"{""coordinates"": [-123.18751075732462, 49.26776746246731], ""type"": ""Point""}";West Point Grey;49.26776746246731, -123.18751075732462
Distribution;SMALL;OPEN;0.0;W;6.1;N;"{""coordinates"": [-123.18574170792552, 49.27126948018916], ""type"": ""Point""}";West Point Grey;49.27126948018916, -123.18574170792552
Distribution;SMALL;OPEN;0.0;W;3.7;N;"{""coordinates"": [-123.18580984725513, 49.269460426898526], ""type"": ""Point""}";West Point Grey;49.269460426898526, -123.18580984725513
Distribution;SMALL;OPEN;2.1;W;0.0;N;"{""coordinates"": [-123.18568405223219, 49.266159371235915], ""type"": ""Point""}";Kitsilano;49.266159371235915, -123.18568405223219
Distribution;SMALL;OPEN;1.8;W;0.0;S;"{""coordinates"": [-123.18659039507743, 49.26247473259713], ""type"": ""Point""}";West Point Grey;49.26247473259713, -123.18659039507743
Distribution;SMALL;OPEN;6.1;W;0.0;S;"{""coordinates"": [-123.1877710970612, 49.263397563555046], ""type"": ""Point""}";West Point Grey;49.263397563555046, -123.1877710970612
Distribution;SMALL;OPEN;5.8;W;0.3;S;"{""coordinates"": [-123.18769060440711, 49.26534967281516], ""type"": ""Point""}";West Point Grey;49.26534967281516, -123.18769060440711
Distribution;SMALL;OPEN;4.9;W;0.3;N;"{""coordinates"": [-123.18774204942734, 49.26362439801703], ""type"": ""Point""}";West Point Grey;49.26362439801703, -123.18774204942734
Distribution;SMALL;OPEN;0.6;E;0.9;S;"{""coordinates"": [-123.18799120790692, 49.26397423940226], ""type"": ""Point""}";West Point Grey;49.26397423940226, -123.18799120790692
Distribution;SMALL;OPEN;1.5;E;5.5;N;"{""coordinates"": [-123.18560835128721, 49.26686517578201], ""type"": ""Point""}";Kitsilano;49.26686517578201, -123.18560835128721
Distribution;SMALL;OPEN;2.1;W;2.1;N;"{""coordinates"": [-123.185780146559, 49.2626631386788], ""type"": ""Point""}";Kitsilano;49.2626631386788, -123.185780146559
Distribution;SMALL;OPEN;4.0;E;5.8;S;"{""coordinates"": [-123.18600323422606, 49.26259441614104], ""type"": ""Point""}";West Point Grey;49.26259441614104, -123.18600323422606
Distribution;SMALL;OPEN;7.3;W;6.4;S;"{""coordinates"": [-123.1858533947161, 49.26258746109509], ""type"": ""Point""}";Kitsilano;49.26258746109509, -123.1858533947161
Distribution;SMALL;OPEN;0.0;E;5.5;S;"{""coordinates"": [-123.18578542121973, 49.261692078974804], ""type"": ""Point""}";Kitsilano;49.261692078974804, -123.18578542121973
Distribution;SMALL;OPEN;6.1;W;0.0;S;"{""coordinates"": [-123.18596985752453, 49.2597510106089], ""type"": ""Point""}";West Point Grey;49.2597510106089, -123.18596985752453
Distribution;SMALL;OPEN;0.6;W;5.2;S;"{""coordinates"": [-123.18583320774366, 49.250197375911036], ""type"": ""Point""}";Dunbar-Southlands;49.250197375911036, -123.18583320774366
Distribution;SMALL;OPEN;0.0;E;6.1;S;"{""coordinates"": [-123.18788183561007, 49.25743071296341], ""type"": ""Point""}";Dunbar-Southlands;49.25743071296341, -123.18788183561007
Distribution;SMALL;OPEN;6.4;W;0.0;N;"{""coordinates"": [-123.18797553897036, 49.25658500976057], ""type"": ""Point""}";Dunbar-Southlands;49.25658500976057, -123.18797553897036
Distribution;SMALL;OPEN;1.5;W;7.0;S;"{""coordinates"": [-123.18818489131202, 49.256522601926825], ""type"": ""Point""}";Dunbar-Southlands;49.256522601926825, -123.18818489131202
